customer_id,segment,name,income_or_turnover,budget_pct,expected_monthly_outflow,expected_monthly_txns,salary_day,employer_id,fav_merchants,fav_counterparties,kyc_risk,join_date
CUST_102692,sme,Montoya-Hernandez,2285421,0.6064241112030404,1385934,32,,,MERCH_1434|MERCH_1118|MERCH_1357|MERCH_1045|MERCH_1432|MERCH_1254|MERCH_1019,CP_11726|CP_11723,Low,2020-03-01
CUST_102693,sme,Pittman-James,684575,0.7987077787008656,546775,74,,,MERCH_1265|MERCH_1083|MERCH_1252|MERCH_1093|MERCH_1301|MERCH_1033,CP_11496|CP_11858|CP_11675,Medium,2018-06-01
CUST_102694,retail,Michael Rodriguez,5238,0.6529315952310637,3420,20,28.0,EMP_1648,MERCH_1038|MERCH_1215|MERCH_1459,CP_10796|CP_11860,Low,2022-07-01
CUST_102695,retail,Jack Walker,31025,0.4249247741490791,13183,36,25.0,EMP_1819,MERCH_1033|MERCH_1403|MERCH_1312|MERCH_1231|MERCH_1488|MERCH_1240,CP_10327|CP_10175|CP_10911,Low,2021-05-01
CUST_102696,sme,Spencer Ltd,470885,0.5584863262758445,262982,146,,,MERCH_1471|MERCH_1427|MERCH_1242|MERCH_1395|MERCH_1144|MERCH_1458|MERCH_1441,CP_10083|CP_10071|CP_10520,Low,2022-11-01
CUST_102697,sme,Bailey-Peterson,4938940,0.4552221301383011,2248314,43,,,MERCH_1172|MERCH_1487|MERCH_1197|MERCH_1098|MERCH_1395|MERCH_1233,CP_11092|CP_11607|CP_11572,Medium,2020-09-01
CUST_102698,sme,Green Group,249446,0.4776678006893323,119152,48,,,MERCH_1183|MERCH_1168|MERCH_1232|MERCH_1052|MERCH_1124|MERCH_1072,CP_11464|CP_11905|CP_11813,Low,2019-11-01
CUST_102699,retail,Rebecca Colon,5538,0.5791085809514737,3207,20,28.0,EMP_1549,MERCH_1225|MERCH_1262|MERCH_1480|MERCH_1431|MERCH_1212|MERCH_1214,CP_10603|CP_10637,Medium,2018-08-01
CUST_102700,retail,Lauren Nguyen,20637,0.7178407247723037,14814,40,26.0,EMP_1521,MERCH_1034|MERCH_1491|MERCH_1403|MERCH_1317|MERCH_1164|MERCH_1232,CP_11330|CP_11792,Low,2020-08-01
CUST_102701,retail,Max Leblanc,97005,0.624092455654034,60540,16,28.0,EMP_1227,MERCH_1384|MERCH_1132|MERCH_1298|MERCH_1179|MERCH_1355|MERCH_1275,CP_10603|CP_11200|CP_11980,Low,2019-05-01
CUST_102702,retail,Hunter Campos,22016,0.8011362953454748,17637,57,27.0,EMP_1738,MERCH_1399|MERCH_1385|MERCH_1356|MERCH_1440|MERCH_1174|MERCH_1312,CP_10982|CP_10378|CP_11823,Low,2019-06-01
CUST_102703,retail,Jesse Johnson,5685,0.6091706357542732,3463,17,26.0,EMP_1797,MERCH_1363|MERCH_1463|MERCH_1162|MERCH_1184,CP_10986|CP_10948,Low,2019-08-01
CUST_102704,retail,Brandy Lopez,7128,0.9200598831087499,6558,14,26.0,EMP_1382,MERCH_1285|MERCH_1058|MERCH_1390|MERCH_1335|MERCH_1007|MERCH_1414,CP_10967|CP_11163|CP_10658,Low,2018-10-01
CUST_102705,retail,Jennifer Gonzalez,26936,0.8328707209391752,22434,30,26.0,EMP_1844,MERCH_1399|MERCH_1153|MERCH_1484|MERCH_1323|MERCH_1266|MERCH_1073|MERCH_1385,CP_11871|CP_11701|CP_11226,Medium,2020-03-01
CUST_102706,retail,James Cuevas,139243,0.48300140018212806,67254,46,26.0,EMP_1489,MERCH_1433|MERCH_1412|MERCH_1306|MERCH_1096|MERCH_1062|MERCH_1093|MERCH_1091,CP_11529|CP_10210,Low,2019-04-01
CUST_102707,retail,Brandon Stewart,22728,0.5881969720385772,13368,38,27.0,EMP_1771,MERCH_1451|MERCH_1049|MERCH_1234|MERCH_1396|MERCH_1414,CP_11590,Medium,2019-06-01
CUST_102708,retail,Victor Ball,17312,0.8986589790116879,15557,42,25.0,EMP_1306,MERCH_1333|MERCH_1106|MERCH_1386,CP_10533|CP_10781|CP_11140,Low,2021-01-01
CUST_102709,retail,Nicole Juarez,3209,0.5506011217325244,1766,10,26.0,EMP_1180,MERCH_1098|MERCH_1152|MERCH_1043|MERCH_1362|MERCH_1380|MERCH_1218|MERCH_1316,CP_11096,Low,2021-05-01
CUST_102710,retail,Brian Mullins,50982,0.8222255279500915,41918,37,28.0,EMP_1430,MERCH_1067|MERCH_1330|MERCH_1475,CP_10351|CP_10737|CP_11024,Low,2020-03-01
CUST_102711,retail,David Wilson,92435,0.941052921244414,86986,42,25.0,EMP_1891,MERCH_1309|MERCH_1277|MERCH_1150|MERCH_1249|MERCH_1171,CP_11718|CP_10074|CP_11881,Low,2019-01-01
CUST_102712,retail,Mary Myers,10837,0.6703654455278967,7264,19,28.0,EMP_1518,MERCH_1070|MERCH_1259|MERCH_1356|MERCH_1431,CP_11892|CP_11889|CP_10870,,2020-03-01
CUST_102713,retail,Marc Brown,9508,0.8248691568541322,7842,18,27.0,EMP_1266,MERCH_1156|MERCH_1489|MERCH_1062|MERCH_1326|MERCH_1242,CP_10984,Low,2021-09-01
CUST_102714,retail,Angela Collier,5143,0.6587167309401298,3387,11,25.0,EMP_1013,MERCH_1458|MERCH_1056|MERCH_1091|MERCH_1300,CP_11536|CP_10931|CP_11386,Low,2022-11-01
CUST_102715,retail,Richard Young,17443,0.4160051893746818,7256,19,27.0,EMP_1801,MERCH_1461|MERCH_1415|MERCH_1093,CP_11214|CP_10138,Low,2019-03-01
CUST_102716,retail,Gabriella Jones,6635,0.6294258871241988,4176,22,28.0,EMP_1121,MERCH_1304|MERCH_1401|MERCH_1450|MERCH_1013|MERCH_1368|MERCH_1148|MERCH_1139,CP_10568|CP_10017,Low,2020-10-01
CUST_102717,retail,Teresa Collins,8832,0.8417474621759696,7434,24,25.0,EMP_1810,MERCH_1085|MERCH_1350|MERCH_1198|MERCH_1470,CP_10647,Low,2018-04-01
CUST_102718,retail,Gary Gilbert,5699,0.823466188451144,4692,20,26.0,EMP_1495,MERCH_1318|MERCH_1093|MERCH_1286|MERCH_1176|MERCH_1025|MERCH_1470|MERCH_1003,CP_11927|CP_11725|CP_10969,Medium,2020-01-01
CUST_102719,retail,Brenda Nicholson,8672,0.7961618304365476,6904,21,26.0,EMP_1466,MERCH_1468|MERCH_1405|MERCH_1403,CP_11888,Low,2021-02-01
CUST_102720,retail,Michele Barnes,47646,0.5402984145868966,25743,46,26.0,EMP_1224,MERCH_1496|MERCH_1467|MERCH_1137|MERCH_1085|MERCH_1261|MERCH_1160,CP_10788|CP_11875|CP_11476,Low,2021-04-01
CUST_102721,retail,Robert Meza,4088,0.9479916220811334,3875,18,27.0,EMP_1799,MERCH_1418|MERCH_1485|MERCH_1453|MERCH_1317|MERCH_1338|MERCH_1464|MERCH_1387,CP_11547|CP_10695,Medium,2020-11-01
CUST_102722,retail,Cindy Harrington,22594,0.8005908490025333,18088,47,26.0,EMP_1996,MERCH_1079|MERCH_1342|MERCH_1272,CP_11668|CP_10988|CP_10966,Low,2020-12-01
CUST_102723,corporate,"Gillespie, Schmidt and Johnson",2535049,0.8659946538077379,2195338,55,,,MERCH_1182|MERCH_1298|MERCH_1345,CP_10455|CP_10759|CP_11092,Low,2022-08-01
CUST_102724,retail,Sarah Davis,10293,0.7226883685612785,7438,17,26.0,EMP_1384,MERCH_1293|MERCH_1098|MERCH_1439|MERCH_1331|MERCH_1397,CP_10428|CP_10016,Low,2022-06-01
CUST_102725,retail,Christian Thomas,38289,0.909845558215567,34837,20,27.0,EMP_1045,MERCH_1229|MERCH_1394|MERCH_1469,CP_10017|CP_11041,Low,2020-08-01
CUST_102726,sme,"Cabrera, Morales and Diaz",10000000,0.6524456244698369,6524456,121,,,MERCH_1386|MERCH_1154|MERCH_1269|MERCH_1010,CP_10459,Medium,2018-04-01
CUST_102727,retail,Brianna Thompson,189779,0.6737547446216651,127864,26,25.0,EMP_1335,MERCH_1362|MERCH_1070|MERCH_1164|MERCH_1401|MERCH_1185|MERCH_1234|MERCH_1378,CP_10824|CP_10303,Low,2021-05-01
CUST_102728,retail,Ashley Scott,17055,0.793055940754652,13525,26,26.0,EMP_1489,MERCH_1092|MERCH_1059|MERCH_1164|MERCH_1171,CP_11359|CP_10357|CP_11783,Low,2021-10-01
CUST_102729,retail,Randall Alexander,55360,0.41482960225818677,22964,44,27.0,EMP_1780,MERCH_1311|MERCH_1184|MERCH_1123|MERCH_1447|MERCH_1423|MERCH_1408|MERCH_1372,CP_10244,Medium,2020-11-01
CUST_102730,retail,Larry Brown,24801,0.7239258848187062,17954,33,25.0,EMP_1483,MERCH_1149|MERCH_1216|MERCH_1246|MERCH_1269|MERCH_1306|MERCH_1091|MERCH_1280,CP_11001|CP_10399,Low,2019-05-01
CUST_102731,retail,Eileen Johnson,29387,0.6919267122470445,20333,29,25.0,EMP_1573,MERCH_1326|MERCH_1149|MERCH_1391|MERCH_1438|MERCH_1165|MERCH_1122,CP_11889|CP_11927,Medium,2021-04-01
CUST_102732,retail,David Woodard,85027,0.51928047113009,44152,32,25.0,EMP_1723,MERCH_1046|MERCH_1483|MERCH_1358|MERCH_1216|MERCH_1058|MERCH_1010|MERCH_1227,CP_10545,Medium,2020-06-01
CUST_102733,retail,Michelle Lucas,25805,0.8245122189997529,21276,21,26.0,EMP_1014,MERCH_1357|MERCH_1464|MERCH_1402|MERCH_1118,CP_11764,Low,2018-12-01
CUST_102734,retail,Stephen Watson,24777,0.5620564866235791,13926,39,27.0,EMP_1902,MERCH_1101|MERCH_1074|MERCH_1401|MERCH_1369|MERCH_1130,CP_10865,Low,2022-06-01
CUST_102735,retail,Angela Johnson,10227,0.6016693305434195,6153,30,27.0,EMP_1082,MERCH_1248|MERCH_1015|MERCH_1004|MERCH_1075,CP_10231|CP_11780|CP_11050,Low,2020-05-01
CUST_102736,retail,Brooke Zavala,160126,0.912850019240202,146171,44,28.0,EMP_1926,MERCH_1168|MERCH_1282|MERCH_1279|MERCH_1464,CP_11582,Medium,2019-04-01
CUST_102737,retail,Mr. Marvin Flores,4142,0.44490284156741045,1842,19,26.0,EMP_1043,MERCH_1156|MERCH_1256|MERCH_1393|MERCH_1094|MERCH_1305|MERCH_1162|MERCH_1431,CP_10522|CP_11787,Medium,2018-10-01
CUST_102738,retail,Michael Wilson,8242,0.4512942314572148,3719,16,26.0,EMP_1935,MERCH_1343|MERCH_1494|MERCH_1496|MERCH_1406|MERCH_1469|MERCH_1026|MERCH_1116,CP_10899,Low,2019-09-01
CUST_102739,retail,Julie Martinez,22567,0.4282290122132412,9663,23,26.0,EMP_1722,MERCH_1057|MERCH_1290|MERCH_1399|MERCH_1218|MERCH_1115,CP_10169|CP_11632|CP_10361,Medium,2021-02-01
CUST_102740,retail,Toni Lamb,11263,0.7358557563237484,8287,59,25.0,EMP_1283,MERCH_1369|MERCH_1010|MERCH_1054,CP_10683,Low,2019-03-01
CUST_102741,retail,Cindy Martin,15427,0.44335407737065147,6839,37,26.0,EMP_1685,MERCH_1101|MERCH_1355|MERCH_1259|MERCH_1319|MERCH_1191,CP_10061|CP_11355|CP_11156,Low,2020-07-01
CUST_102742,retail,Jeffery Jennings,3930,0.9243351910182952,3632,24,25.0,EMP_1265,MERCH_1054|MERCH_1168|MERCH_1477,CP_11488|CP_10542,Medium,2018-07-01
CUST_102743,retail,Anthony Gordon,3322,0.7129397891196669,2368,13,26.0,EMP_1969,MERCH_1267|MERCH_1427|MERCH_1135,CP_11084,Low,2018-04-01
CUST_102744,retail,Luke Moore,71502,0.5421783803963693,38766,56,26.0,EMP_1199,MERCH_1142|MERCH_1491|MERCH_1053|MERCH_1153,CP_11050,Low,2021-01-01
CUST_102745,retail,Danielle Bradley,4632,0.8663213201818938,4012,14,27.0,EMP_1121,MERCH_1270|MERCH_1222|MERCH_1453,CP_10429|CP_11951|CP_11701,Low,2020-10-01
CUST_102746,sme,Buchanan Group,3711657,0.6360982717872241,2360978,107,,,MERCH_1484|MERCH_1463|MERCH_1388|MERCH_1103|MERCH_1226,CP_10182|CP_10593|CP_10145,Medium,2021-01-01
CUST_102747,retail,Joe Strickland,41609,0.7186072014631233,29900,51,28.0,EMP_1207,MERCH_1383|MERCH_1125|MERCH_1058,CP_10027,Low,2018-02-01
CUST_102748,retail,Alexander Taylor,168486,0.41583116593846176,70061,24,27.0,EMP_1084,MERCH_1117|MERCH_1118|MERCH_1361|MERCH_1268|MERCH_1034|MERCH_1029,CP_11679|CP_11135,Low,2022-06-01
CUST_102749,corporate,"Fleming, Freeman and Ramos",1266906,0.52291843539887,662488,52,,,MERCH_1123|MERCH_1204|MERCH_1268,CP_11641,Low,2018-09-01
CUST_102750,retail,Samuel Yang,22154,0.4934719124535947,10932,34,28.0,EMP_1162,MERCH_1422|MERCH_1051|MERCH_1207|MERCH_1499|MERCH_1307|MERCH_1453|MERCH_1376,CP_11536|CP_10250|CP_10464,Low,2018-10-01
CUST_102751,retail,Angela Boyer,80969,0.5713592527157216,46262,25,25.0,EMP_1870,MERCH_1483|MERCH_1170|MERCH_1158,CP_10865,High,2019-02-01
CUST_102752,retail,Donald Williams,162335,0.4507755035125256,73176,15,26.0,EMP_1473,MERCH_1208|MERCH_1144|MERCH_1370|MERCH_1433|MERCH_1323,CP_10967|CP_11695|CP_11246,High,2018-08-01
CUST_102753,retail,Cassandra Anderson,21231,0.834307896171574,17713,36,28.0,EMP_1417,MERCH_1032|MERCH_1411|MERCH_1438|MERCH_1185|MERCH_1139,CP_11826|CP_11582|CP_11249,Low,2022-10-01
CUST_102754,retail,Natalie Meyer,15153,0.7459454734492299,11303,43,25.0,EMP_1067,MERCH_1190|MERCH_1125|MERCH_1231|MERCH_1409|MERCH_1442|MERCH_1287,CP_10542|CP_11162|CP_11645,Low,2020-08-01
CUST_102755,retail,Kristen Johnson,78085,0.781200743612841,61000,34,28.0,EMP_1516,MERCH_1263|MERCH_1221|MERCH_1105|MERCH_1493|MERCH_1300,CP_10523,Low,2020-04-01
CUST_102756,retail,Todd Little,10260,0.9427373503762647,9672,46,27.0,EMP_1235,MERCH_1489|MERCH_1138|MERCH_1399|MERCH_1469|MERCH_1302|MERCH_1298|MERCH_1327,CP_10665|CP_10143,Low,2021-04-01
CUST_102757,retail,Carolyn Stewart,58282,0.5292101967601857,30843,52,28.0,EMP_1441,MERCH_1499|MERCH_1012|MERCH_1469|MERCH_1141|MERCH_1325|MERCH_1105,CP_11264|CP_10334|CP_11780,Low,2018-08-01
CUST_102758,retail,Philip Williams,3981,0.5298165690283568,2109,24,25.0,EMP_1630,MERCH_1482|MERCH_1313|MERCH_1495|MERCH_1134|MERCH_1083|MERCH_1329|MERCH_1130,CP_10824|CP_11925|CP_11888,Low,2019-03-01
CUST_102759,retail,Amber Smith,47859,0.9337648988649039,44689,32,25.0,EMP_1034,MERCH_1451|MERCH_1115|MERCH_1284|MERCH_1081|MERCH_1350|MERCH_1194,CP_11204|CP_10485|CP_11150,,2019-06-01
CUST_102760,retail,Rachel Nelson,29543,0.6757651433474217,19964,52,25.0,EMP_1098,MERCH_1058|MERCH_1210|MERCH_1418|MERCH_1054|MERCH_1195|MERCH_1102,CP_10858|CP_11170|CP_11321,Medium,2020-12-01
CUST_102761,retail,Judy Bailey,17631,0.5960493232269443,10508,48,25.0,EMP_1048,MERCH_1208|MERCH_1377|MERCH_1459|MERCH_1238|MERCH_1164|MERCH_1183|MERCH_1215,CP_10196|CP_11646,Medium,2022-06-01
CUST_102762,retail,Kimberly Cummings,77474,0.762480954284775,59072,58,28.0,EMP_1592,MERCH_1278|MERCH_1427|MERCH_1056|MERCH_1039|MERCH_1179|MERCH_1268,CP_11873|CP_11664,Low,2022-10-01
CUST_102763,retail,Jeff Wagner,8773,0.750603832044427,6585,13,26.0,EMP_1109,MERCH_1106|MERCH_1480|MERCH_1185|MERCH_1280|MERCH_1147,CP_10762,Low,2020-07-01
CUST_102764,retail,Stephen Greer,7015,0.8153699822491407,5719,11,27.0,EMP_1520,MERCH_1479|MERCH_1060|MERCH_1386|MERCH_1489,CP_11862|CP_10250,Low,2019-09-01
CUST_102765,retail,Jill Jones,15840,0.643217443592202,10188,31,28.0,EMP_1137,MERCH_1030|MERCH_1329|MERCH_1296|MERCH_1285|MERCH_1358,CP_10075,Low,2021-08-01
CUST_102766,retail,Emily Sanchez,200000,0.8019014433428195,160380,27,25.0,EMP_1463,MERCH_1046|MERCH_1014|MERCH_1350|MERCH_1485,CP_11925|CP_11488,Medium,2018-11-01
CUST_102767,retail,Antonio Gardner,29646,0.7700600343777684,22829,19,26.0,EMP_1501,MERCH_1110|MERCH_1044|MERCH_1326|MERCH_1473|MERCH_1055|MERCH_1131,CP_10786|CP_10986|CP_10343,Medium,2022-01-01
CUST_102768,retail,Aaron Young,37792,0.552841008226393,20892,40,25.0,EMP_1711,MERCH_1278|MERCH_1429|MERCH_1351|MERCH_1212|MERCH_1189|MERCH_1155,CP_11440,Low,2022-01-01
CUST_102769,retail,Caroline Flynn,8112,0.4630001965770595,3755,9,27.0,EMP_1659,MERCH_1356|MERCH_1255|MERCH_1498,CP_11881|CP_10426,Low,2022-05-01
CUST_102770,retail,Ray Singh,37838,0.7455967500427977,28211,46,25.0,EMP_1896,MERCH_1459|MERCH_1312|MERCH_1088|MERCH_1275|MERCH_1419,CP_10426,Low,2020-11-01
CUST_102771,corporate,"Simon, Keith and Powers",1764899,0.8689579161589351,1533622,38,,,MERCH_1244|MERCH_1172|MERCH_1199|MERCH_1305|MERCH_1352|MERCH_1040,CP_10236,Low,2018-03-01
CUST_102772,sme,"Martinez, Chan and Jenkins",905354,0.8644201957715715,782606,109,,,MERCH_1194|MERCH_1405|MERCH_1143|MERCH_1043|MERCH_1448|MERCH_1285|MERCH_1396,CP_11274|CP_11404,High,2019-04-01
CUST_102773,retail,Adam Medina,35938,0.8709133139454844,31298,27,26.0,EMP_1580,MERCH_1135|MERCH_1044|MERCH_1056,CP_11332|CP_10253,High,2019-04-01
CUST_102774,retail,Melanie Wong,32727,0.9279773266995783,30369,59,28.0,EMP_1989,MERCH_1076|MERCH_1102|MERCH_1095|MERCH_1001,CP_10278,Low,2021-12-01
CUST_102775,corporate,"Mendoza, Sanchez and James",1472250,0.9470379732113073,1394276,144,,,MERCH_1423|MERCH_1294|MERCH_1079|MERCH_1430|MERCH_1446|MERCH_1416|MERCH_1402,CP_10480,Medium,2020-08-01
CUST_102776,retail,Paul Watkins,75216,0.8069200532566838,60693,44,28.0,EMP_1548,MERCH_1154|MERCH_1417|MERCH_1291|MERCH_1013|MERCH_1399|MERCH_1410,CP_11212|CP_10911|CP_10250,Low,2019-06-01
CUST_102777,retail,John Olson,30424,0.42874193029150137,13044,22,27.0,EMP_1947,MERCH_1266|MERCH_1290|MERCH_1493|MERCH_1259|MERCH_1491|MERCH_1222,CP_11120|CP_10251,High,2021-03-01
CUST_102778,corporate,Williams LLC,159217,0.7676080492117485,122216,137,,,MERCH_1370|MERCH_1265|MERCH_1069|MERCH_1288|MERCH_1416,CP_11294,Low,2022-02-01
CUST_102779,retail,David Love,23820,0.6729945947603586,16030,39,28.0,EMP_1069,MERCH_1306|MERCH_1024|MERCH_1412|MERCH_1223|MERCH_1027,CP_11121|CP_10788|CP_10943,Medium,2020-02-01
CUST_102780,retail,Tracy Gentry,76136,0.45180945820094337,34398,43,25.0,EMP_1265,MERCH_1416|MERCH_1411|MERCH_1420|MERCH_1052|MERCH_1049|MERCH_1308|MERCH_1253,CP_10627|CP_10327,Low,2020-11-01
CUST_102781,retail,Jeffrey Adams,22438,0.9337583975667341,20951,40,25.0,EMP_1564,MERCH_1301|MERCH_1457|MERCH_1445,CP_10300|CP_10229|CP_10263,Low,2021-02-01
CUST_102782,retail,Robert Bauer,41890,0.583935969658935,24461,36,25.0,EMP_1413,MERCH_1488|MERCH_1350|MERCH_1416|MERCH_1379|MERCH_1202|MERCH_1088|MERCH_1147,CP_11263,Low,2022-06-01
CUST_102783,retail,Sara Flores,8109,0.7020784504872206,5693,11,26.0,EMP_1440,MERCH_1491|MERCH_1172|MERCH_1461|MERCH_1336|MERCH_1304,CP_10953,Low,2018-08-01
CUST_102784,retail,Jimmy Rice,81082,0.8079178720358149,65507,16,26.0,EMP_1903,MERCH_1399|MERCH_1116|MERCH_1269|MERCH_1005|MERCH_1166,CP_10074|CP_10270,Low,2018-07-01
CUST_102785,retail,Brian Norman,8030,0.903056325436816,7251,15,27.0,EMP_1099,MERCH_1303|MERCH_1072|MERCH_1134|MERCH_1296|MERCH_1096|MERCH_1043|MERCH_1366,CP_11889|CP_10987|CP_10500,Low,2019-08-01
CUST_102786,retail,Lisa Lindsey,82783,0.561459164003618,46479,53,26.0,EMP_1465,MERCH_1233|MERCH_1092|MERCH_1137|MERCH_1174|MERCH_1202,CP_10224,Low,2020-12-01
CUST_102787,sme,Cox-Donovan,2392344,0.4281695621254626,1024328,120,,,MERCH_1167|MERCH_1334|MERCH_1419|MERCH_1183,CP_10720|CP_11464,Low,2018-02-01
CUST_102788,sme,Jacobs-Thomas,428791,0.80748957141734,346244,37,,,MERCH_1422|MERCH_1152|MERCH_1223|MERCH_1130|MERCH_1321|MERCH_1385|MERCH_1091,CP_10893|CP_10220,Low,2020-08-01
CUST_102789,retail,George Carson,6984,0.5033012039637915,3515,14,26.0,EMP_1542,MERCH_1052|MERCH_1364|MERCH_1369|MERCH_1494|MERCH_1203|MERCH_1303,CP_10528|CP_10522|CP_10378,Low,2021-11-01
CUST_102790,retail,Jody Jimenez,5600,0.8183471529684383,4582,24,28.0,EMP_1784,MERCH_1178|MERCH_1400|MERCH_1006|MERCH_1309|MERCH_1332,CP_10648|CP_11094,Medium,2020-08-01
CUST_102791,retail,Jeremy Cohen,24674,0.8428544325547123,20796,27,26.0,EMP_1129,MERCH_1357|MERCH_1118|MERCH_1325|MERCH_1421,CP_11766|CP_10721,Low,2020-10-01
CUST_102792,retail,Pedro Mason,3000,0.4236941936991972,1271,17,27.0,EMP_1171,MERCH_1461|MERCH_1111|MERCH_1388|MERCH_1194|MERCH_1216,CP_11078,Low,2022-02-01
CUST_102793,retail,Charles Coleman,51123,0.8356725098587465,42722,45,25.0,EMP_1629,MERCH_1406|MERCH_1212|MERCH_1470|MERCH_1347,CP_11924,Medium,2020-07-01
CUST_102794,retail,Jennifer Taylor,8765,0.8626224247231695,7560,21,26.0,EMP_1053,MERCH_1022|MERCH_1240|MERCH_1403,CP_10185|CP_10796|CP_10174,Low,2022-01-01
CUST_102795,retail,Ronald Mclean,31081,0.7809615784513666,24273,31,26.0,EMP_1731,MERCH_1449|MERCH_1195|MERCH_1354,CP_11591|CP_10925|CP_10888,Medium,2021-02-01
CUST_102796,retail,Daniel Johnson,15283,0.735095736552015,11234,43,28.0,EMP_1610,MERCH_1205|MERCH_1288|MERCH_1152,CP_11336,High,2022-08-01
CUST_102797,retail,Daniel Garcia,4475,0.649080360875549,2904,17,28.0,EMP_1785,MERCH_1374|MERCH_1262|MERCH_1295|MERCH_1364|MERCH_1259,CP_10865|CP_10250,Low,2022-10-01
CUST_102798,retail,Sarah Woods,8851,0.6771931942270022,5993,20,26.0,EMP_1500,MERCH_1412|MERCH_1200|MERCH_1474|MERCH_1437|MERCH_1010|MERCH_1130|MERCH_1118,CP_11597|CP_10788|CP_11877,Low,2019-05-01
CUST_102799,retail,Willie Martin,28789,0.7783986887743799,22409,15,25.0,EMP_1269,MERCH_1062|MERCH_1493|MERCH_1424|MERCH_1190|MERCH_1273,CP_10262|CP_11632|CP_10214,High,2020-03-01
CUST_102800,retail,Michael Pennington,33863,0.7971153563441168,26992,50,25.0,EMP_1625,MERCH_1069|MERCH_1019|MERCH_1078,CP_11149|CP_11078,Low,2018-05-01
CUST_102801,retail,Donna James,11412,0.6157989279994236,7027,42,27.0,EMP_1858,MERCH_1134|MERCH_1237|MERCH_1025,CP_10278,Low,2019-03-01
CUST_102802,retail,Edward Myers,37926,0.4214596065755958,15984,17,27.0,EMP_1679,MERCH_1185|MERCH_1321|MERCH_1352|MERCH_1164|MERCH_1476|MERCH_1439|MERCH_1450,CP_11725,Low,2020-07-01
CUST_102803,retail,Johnny Harris,38136,0.8664514948824806,33042,35,26.0,EMP_1131,MERCH_1388|MERCH_1137|MERCH_1199|MERCH_1245|MERCH_1457|MERCH_1496|MERCH_1153,CP_10101|CP_10917|CP_11190,Low,2021-03-01
CUST_102804,retail,Edward Frazier,7264,0.826001036030132,6000,17,25.0,EMP_1468,MERCH_1430|MERCH_1336|MERCH_1187,CP_10332|CP_10832,Low,2020-08-01
CUST_102805,retail,Jim Maxwell,167852,0.6527248727903432,109561,40,26.0,EMP_1958,MERCH_1107|MERCH_1376|MERCH_1039|MERCH_1405|MERCH_1236|MERCH_1453|MERCH_1103,CP_11121|CP_11355,Low,2022-03-01
CUST_102806,sme,"Evans, Sims and Garcia",3297680,0.9207359640085994,3036292,64,,,MERCH_1005|MERCH_1010|MERCH_1397,CP_10220|CP_10849|CP_10494,Medium,2018-04-01
CUST_102807,retail,Jorge Rodriguez,19829,0.49538166350789803,9822,38,25.0,EMP_1655,MERCH_1004|MERCH_1425|MERCH_1429|MERCH_1230|MERCH_1034|MERCH_1065|MERCH_1431,CP_10399|CP_11939,Medium,2021-11-01
CUST_102808,retail,Joseph Fisher,12462,0.8312352381303271,10358,27,26.0,EMP_1124,MERCH_1027|MERCH_1114|MERCH_1378|MERCH_1109,CP_10658|CP_10081|CP_11430,Low,2020-04-01
CUST_102809,retail,Jennifer Mendoza,32673,0.7717569656828572,25215,23,26.0,EMP_1604,MERCH_1395|MERCH_1328|MERCH_1096|MERCH_1107|MERCH_1234|MERCH_1457,CP_10442,Medium,2019-05-01
CUST_102810,retail,Jasmine Bennett,9574,0.6610853717504026,6329,23,27.0,EMP_1738,MERCH_1142|MERCH_1281|MERCH_1122|MERCH_1266|MERCH_1137,CP_10016,Medium,2018-10-01
CUST_102811,retail,Jasmine Dixon,10847,0.4107278023824198,4455,55,27.0,EMP_1598,MERCH_1346|MERCH_1320|MERCH_1484,CP_11695|CP_11509|CP_11365,Low,2018-09-01
CUST_102812,retail,Mr. James Hansen,9575,0.40816732032440706,3908,10,25.0,EMP_1992,MERCH_1287|MERCH_1218|MERCH_1202|MERCH_1134|MERCH_1213|MERCH_1063,CP_11924|CP_11705|CP_11872,Low,2018-02-01
CUST_102813,retail,April Ramirez,29700,0.4402681717326329,13075,49,28.0,EMP_1624,MERCH_1100|MERCH_1307|MERCH_1458|MERCH_1049|MERCH_1292|MERCH_1026|MERCH_1065,CP_10312,Medium,2018-08-01
CUST_102814,retail,Michael Knapp,133024,0.7826943166537588,104117,21,27.0,EMP_1015,MERCH_1165|MERCH_1177|MERCH_1205|MERCH_1330|MERCH_1178|MERCH_1291|MERCH_1322,CP_11040,Low,2019-09-01
CUST_102815,retail,Nicholas Vaughn,3000,0.932557039730365,2797,19,26.0,EMP_1808,MERCH_1224|MERCH_1337|MERCH_1350|MERCH_1149,CP_11249,Low,2022-10-01
CUST_102816,retail,Gregory Cantrell,165147,0.6487910585275224,107145,48,28.0,EMP_1646,MERCH_1225|MERCH_1217|MERCH_1067|MERCH_1077|MERCH_1138|MERCH_1167,CP_10140,Medium,2018-09-01
CUST_102817,retail,Brianna Friedman,40477,0.42997783764028646,17404,36,25.0,EMP_1082,MERCH_1272|MERCH_1079|MERCH_1101,CP_11696|CP_10250,Medium,2021-10-01
CUST_102818,retail,Linda Stanley MD,35163,0.5905536500386879,20765,55,28.0,EMP_1837,MERCH_1293|MERCH_1122|MERCH_1084,CP_10241|CP_10414,Low,2019-07-01
